#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
754,2.31514306,25.28231728,22.07,8.627,7.859,2.31,0.01,0.009
755,2.31906353,65.07079864,17.03,8.209,7.132,0.69,0.009,0.006
759,2.33100682,17.53423872,19.28,7.85,7.143,0.79,0.007,0.007
761,2.3375862,-27.9879039,14.57,5.932,5.486,1.34,0.005,0.004
765,2.35224949,-45.74698836,23.28,5.187,3.993,0.98,0.003,0.002
768,2.36659201,19.11569982,13.8,8.792,8.031,1.3,0.013,0.011
772,2.377913,-34.11077214,16.26,9.369,8.597,0.98,0.014,0.011
787,2.43155816,-31.82493921,23.86,10.831,9.619,1.59,0.052,0.029
791,2.45189211,-40.8926432,13.92,9.337,8.622,1.11,0.013,0.011
792,2.45274609,-6.84116094,12.54,9.556,8.513,1.23,0.019,0.013
794,2.45885362,-33.78868219,17.08,9.944,8.95,1.86,0.02,0.014
801,2.47045485,-50.26778193,18.8,9.017,8.368,1.05,0.01,0.009
814,2.50945435,-82.22399743,13.45,6.625,5.397,0.5,0.004,0.002
840,2.57853868,-5.24851713,18.18,7.099,5.957,0.92,0.006,0.004
846,2.59569702,-13.98412856,13.53,9.657,9.027,1.28,0.018,0.016
856,2.62339153,15.23192856,12.91,8.813,8.286,1.06,0.011,0.01
865,2.65962298,-73.22443438,15.06,7.088,6.695,0.7,0.005,0.005
867,2.66293453,12.82027132,15.57,9.146,8.53,1.17,0.013,0.012
870,2.6697124,2.05549803,18.2,8.068,7.553,0.91,0.011,0.01
873,2.67810574,-12.57980381,15.35,7.139,5.975,0.74,0.005,0.003
889,2.73299802,48.1104051,16.45,9.079,8.461,0.95,0.011,0.01
895,2.75589325,29.55052263,12.6,9.057,8.61,1.18,0.015,0.015
910,2.81628415,-15.46732287,52.94,5.472,4.953,0.77,0.003,0.002
914,2.82543312,-32.80041484,15.08,9.47,8.681,1.1,0.02,0.016
919,2.8428974,30.44948927,29.35,8.897,8.028,0.95,0.012,0.01
920,2.85187794,23.81814771,18.6,8.892,8.297,0.91,0.014,0.013
924,2.87859206,-49.62920981,20.86,9.788,8.934,2.16,0.029,0.022
929,2.88657321,-58.90982912,17,9.106,8.435,0.82,0.012,0.01
934,2.89853096,-57.47238652,27.46,10.146,9.109,1.09,0.021,0.015
943,2.9061454,10.32845614,20.55,9.386,8.689,1.21,0.02,0.018
948,2.92120675,-39.22963982,29.15,11.276,10.121,1.54,0.06,0.033
950,2.93286698,-35.13339606,45.85,5.766,5.292,0.66,0.002,0.002
955,2.95060084,-17.55770035,16.48,9.77,9.115,1.49,0.021,0.019
956,2.95912203,28.42325717,12.79,8.095,7.572,1.43,0.009,0.009
974,3.01599223,27.09915401,38.88,10.061,8.83,1.22,0.028,0.017
975,3.02160438,-58.52479986,17.21,8.552,7.708,0.76,0.009,0.007
996,3.11749211,20.23439937,19.39,8.969,8.24,1,0.012,0.01
999,3.1254916,14.56369614,24.69,9.378,8.538,1.2,0.015,0.012
1000,3.12556151,-22.06708268,15.32,9.614,8.841,1.34,0.02,0.016
1003,3.13675616,-30.85929019,21.09,9.581,8.729,1.23,0.019,0.015
1013,3.1614569,-26.85334216,15.34,9.164,8.064,0.99,0.016,0.011
1022,3.18764257,4.97584483,15.9,11.161,9.963,1.78,0.069,0.039
1026,3.19984759,46.09543717,18.06,7.094,6.668,0.76,0.004,0.004
1031,3.20991289,-57.91269485,49.18,8.197,7.308,0.78,0.008,0.006
1044,3.26092514,-45.17634037,27.5,12.335,11.02,1.94,0.175,0.087
1055,3.28763586,20.38241602,24.96,12.049,10.654,2.95,0.146,0.063
1058,3.29159465,-43.06516969,14.72,8.075,7.608,0.86,0.007,0.008
1078,3.35151982,19.07164311,28.3,11.478,10.003,1.48,0.076,0.031
1085,3.37844842,-40.3583852,30,10.22,9.156,1.25,0.021,0.014
1086,3.37889713,41.03572671,28.57,6.101,5.752,0.74,0.003,0.003
1092,3.4075428,80.6653394,51.12,12.387,11.365,3.31,0.215,0.146
1103,3.44015009,8.19351658,13.08,7.895,7.44,0.96,0.009,0.009
1113,3.47011668,-74.68817231,22.86,9.664,8.819,0.87,0.022,0.018
1114,3.47070071,-56.99978872,14.45,7.754,7.211,0.76,0.006,0.005
1119,3.49998896,-10.95370289,24.14,10.702,9.505,1.58,0.042,0.025
1128,3.5176132,-11.31111824,23.68,9.115,8.455,1.19,0.015,0.013
1134,3.54247339,-7.19896207,21.66,7.942,7.378,1.17,0.009,0.009
1137,3.55448927,35.41805038,13.44,8.606,8.13,0.89,0.008,0.008
1140,3.5612937,-55.06959061,21.62,7.199,6.714,0.68,0.004,0.004
1144,3.584257,-27.53107904,20.23,8.227,7.487,1.2,0.011,0.009
1147,3.5868599,-21.19639424,18.19,7.472,6.947,0.9,0.006,0.004
1148,3.58886546,60.34163069,22.51,9.389,8.579,1.49,0.014,0.012
1173,3.662715,-39.79415833,13.85,9.989,9.256,1.37,0.019,0.016
1206,3.76898965,-68.53023276,22.9,9.437,8.658,0.93,0.016,0.013
1242,3.86528051,-16.13230661,191.86,13.066,11.817,17.24,0.508,0.292
1274,3.99933459,-9.47948877,13.96,9.226,8.616,1.25,0.016,0.015
1275,4.00005536,-22.42144969,19.25,10.751,9.867,1.67,0.051,0.036
1290,4.04350921,-27.77814247,13.79,10.18,9.401,1.38,0.03,0.025
1292,4.04683817,-79.85104079,56.76,7.53,6.672,0.53,0.006,0.004
1294,4.04772248,30.53248386,23.91,10.076,8.946,1.17,0.024,0.016
1297,4.06050132,35.17799696,14.92,9.801,9.009,0.97,0.016,0.013
1304,4.0927314,-19.39924084,12.54,9.566,8.879,1.22,0.018,0.016
1306,4.09768809,-22.58791845,13.71,8.736,7.983,1.21,0.011,0.009
1334,4.17970185,20.85666251,23.92,11.153,10.101,1.54,0.075,0.046
1347,4.21891882,81.66369004,30,9.732,8.742,0.82,0.018,0.013
1349,4.22329974,-52.6515923,43.45,7.619,6.925,1.19,0.005,0.004
1350,4.2241068,-7.19198605,15.06,9.665,8.99,1.47,0.025,0.022
1351,4.2248931,-15.47419,13.42,9.924,9.293,1.36,0.022,0.02
1366,4.27306518,38.68167915,12.88,4.696,4.625,1.31,0.002,0.002
1368,4.27473316,40.94809407,66.71,10.695,9.168,1.12,0.044,0.02
1382,4.31752626,-43.85269422,27.32,8.752,8.022,0.84,0.009,0.008
1402,4.38621007,-19.05108585,20.47,6.914,6.504,0.89,0.004,0.005
1408,4.41138633,-52.80123958,17.1,11.695,10.525,1.77,0.075,0.041
1411,4.41861908,37.53787056,14.58,9.864,9.177,1.15,0.023,0.02
1419,4.44607568,-66.35889343,12.92,8.734,7.875,0.73,0.01,0.008
1427,4.45769929,16.33108213,21.66,7.775,7.259,0.87,0.008,0.008
1437,4.47693979,0.37758269,16.24,9.519,8.881,1.26,0.02,0.018
1442,4.49036207,40.22750372,16.75,11.209,10.03,1.48,0.066,0.036
1444,4.49430346,-13.45563887,38.24,7.238,6.578,0.85,0.005,0.005
1463,4.56912088,10.20286093,61.67,12.457,10.999,2.2,0.193,0.083
1468,4.57680139,19.40442348,14.05,9.626,9.014,1.13,0.023,0.02
1473,4.58210555,36.7853273,23.11,4.605,4.52,0.68,0.002,0.002
1475,4.58559067,44.02195597,280.27,10.12,8.284,1.05,0.047,0.02
1481,4.60835719,-63.47735107,24.42,8.096,7.526,0.68,0.008,0.008
1487,4.62305316,-46.53212647,15.08,8.015,7.53,0.88,0.007,0.008
1499,4.67342336,-8.05265094,42.67,7.305,6.541,0.85,0.006,0.006
1500,4.67487484,-29.95688954,16.71,9.057,8.413,0.99,0.015,0.013
1532,4.77326587,-9.96411989,48.17,11.599,10.041,1.73,0.1,0.038
1541,4.80326792,13.57727485,14.21,8.989,8.261,1.07,0.015,0.012
1552,4.83911575,-40.12056208,18.95,8.93,8.198,0.99,0.01,0.008
1567,4.87276562,-54.0115118,13.16,9.176,8.554,1.04,0.012,0.011
1573,4.90192752,-7.2236756,21.59,7.625,7.083,0.98,0.008,0.006
1572,4.90202857,-69.10282386,14.55,9.478,8.816,0.84,0.016,0.014
1582,4.9531931,-60.91218601,16.31,8.623,8.031,0.82,0.01,0.009
1598,5.00213822,38.22806865,40.25,7.735,7.042,0.81,0.008,0.006
1613,5.04614172,-55.99399669,14.46,10.854,9.887,1.29,0.035,0.024
1623,5.07095779,-77.22264886,19.35,8.536,7.944,0.69,0.012,0.011
1625,5.07658522,-32.76912947,19.39,9.401,8.597,1.62,0.019,0.015
1654,5.18532728,-15.66720786,17.37,10.056,9.198,1.26,0.025,0.02
1668,5.22523196,-29.68962325,12.68,9.004,8.432,1.21,0.012,0.011
1669,5.22549183,32.97816304,14,7.276,6.771,1.32,0.014,0.012
1673,5.23346296,63.66753423,13.2,9.406,8.832,0.99,0.016,0.015
1674,5.23788452,67.66729201,31.49,8.677,7.791,1.51,0.022,0.017
1686,5.28010785,37.96869954,20.42,5.676,5.207,0.73,0.003,0.003
1687,5.28324472,20.58754511,18.33,11.244,10.105,1.49,0.078,0.044
1691,5.30461937,-3.31197662,12.6,7.96,7.424,0.96,0.011,0.009
1704,5.35700589,28.32616929,14.99,8.212,7.768,0.95,0.008,0.008
1719,5.39830258,-66.47672144,23.22,10.695,9.791,1.02,0.035,0.026
1723,5.41571102,-47.1777127,19.82,11.154,9.88,2.27,0.05,0.027
1732,5.46832989,-23.00769985,13.41,8.109,7.411,1.5,0.012,0.011
1736,5.48870262,16.87708993,16.04,8.145,7.634,0.88,0.01,0.008
1742,5.51223118,-38.69924966,13.63,10.19,9.384,1.25,0.025,0.02
1745,5.5171862,-24.94445082,18,10.309,9.514,1.45,0.032,0.026
1746,5.51774848,-26.70947231,16.39,9.757,8.998,1.48,0.022,0.017
1779,5.64495308,-73.03224385,22.53,9.547,8.668,0.91,0.016,0.013
1795,5.69984257,-39.26235447,13.13,7.161,6.786,0.73,0.005,0.004
1803,5.71480399,-12.20958506,49.05,7.209,6.451,0.91,0.006,0.005
1807,5.73599468,-52.52522409,22.93,10.89,9.897,1.42,0.033,0.023
1813,5.75033827,22.37553791,24.68,8.371,7.648,0.9,0.013,0.01
1823,5.77034239,-65.12101551,21.66,8.565,7.964,1.22,0.013,0.012
1837,5.81659898,-33.1678323,44.97,10.138,8.859,1.15,0.023,0.014
1841,5.82475507,0.16365915,16.99,11.097,10.023,1.53,0.057,0.037
1866,5.90706384,-3.76335753,20.9,12.106,10.838,1.98,0.159,0.075
1871,5.91313965,43.64723639,22.65,9.583,8.782,1.16,0.021,0.017
1885,5.94775648,-36.86120296,23.75,12.073,10.76,1.79,0.107,0.053
1892,5.97214938,60.96163429,18.64,7.016,6.614,0.69,0.004,0.004
1893,5.9850805,-14.34641535,19.26,9.649,8.821,1.23,0.02,0.016
1897,5.99544109,18.12092114,17.09,10.761,9.796,1.37,0.061,0.04
1899,5.99792938,-17.81045389,15.9,8.01,7.489,0.97,0.008,0.007
1914,6.05560073,-75.67920933,14.6,9.047,8.365,0.75,0.013,0.011
1923,6.071122,77.83367157,13.28,9.226,8.518,0.75,0.014,0.012
1933,6.09100626,-24.84827512,20.81,10.754,9.603,1.49,0.046,0.026
1936,6.10623866,-27.02697608,55.53,9.11,8.028,1.08,0.014,0.01
1937,6.11086061,-78.25037355,14.84,9.71,8.911,0.83,0.018,0.014
1954,6.17641442,-53.98392993,36.15,8.097,7.353,0.8,0.007,0.005
1955,6.18462337,-51.04324736,28.91,7.529,6.883,0.73,0.004,0.004
1976,6.2563907,-30.69702511,20.45,8.321,7.641,1.08,0.009,0.01
1977,6.26592725,-51.47933945,12.98,9.386,8.736,1.1,0.01,0.009
1978,6.2668186,45.68902231,23.77,10.92,9.676,1.31,0.04,0.022
1987,6.28540806,48.04745932,23.69,8.244,7.599,1.08,0.009,0.007
1989,6.29567764,16.99205716,15.77,8.496,7.954,0.82,0.011,0.013
2039,6.46969267,6.53144491,17.45,10.279,9.311,1.56,0.044,0.03
2066,6.53600426,-11.37688604,16.21,8.946,8.319,1.02,0.017,0.015
2072,6.55048418,-43.67990933,42.51,4.164,3.965,0.69,0.002,0.002
2081,6.57028075,-42.30512197,42.14,3.802,2.519,0.78,0.003,0.003
2102,6.6679638,30.19982954,22.32,11.142,10.074,1.59,0.082,0.05
2107,6.68487272,-49.47420151,14.9,9.463,8.84,1.07,0.012,0.011
2120,6.72057388,70.14277688,61.39,12.129,10.734,1.51,0.133,0.064
2128,6.74789021,37.28355547,17.16,10.468,9.675,1.47,0.042,0.033
